,event,code,venue_cleaned,venue_loc,City,start_datetime,end_datetime,start_timestamp,end_timestamp
191,Archery,,lord's,"[51.529934, -0.172178]",London,2012-07-27 09:00:00,2012-07-27 11:00:00,1343379600.0,1343386800.0
192,Archery,,lord's,"[51.529934, -0.172178]",London,2012-07-27 13:00:00,2012-07-27 15:00:00,1343394000.0,1343401200.0
1048,Shooting,SH001,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-28 08:15:00,2012-07-28 16:00:00,1343463300.0,1343491200.0
1047,Shooting,SH001,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-28 08:15:00,2012-07-28 16:00:00,1343463300.0,1343491200.0
131,Badminton,BD001,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 08:30:00,2012-07-28 11:00:00,1343464200.0,1343473200.0
130,Badminton,BD001,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 08:30:00,2012-07-28 11:00:00,1343464200.0,1343473200.0
129,Badminton,BD001,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 08:30:00,2012-07-28 11:00:00,1343464200.0,1343473200.0
193,Archery,AR003,lord's,"[51.529934, -0.172178]",London,2012-07-28 09:00:00,2012-07-28 12:20:00,1343466000.0,1343478000.0
740,Table Tennis,TT001,excel,"[51.507218, 0.030504]",London,2012-07-28 09:00:00,2012-07-28 12:45:00,1343466000.0,1343479500.0
741,Table Tennis,TT001,excel,"[51.507218, 0.030504]",London,2012-07-28 09:00:00,2012-07-28 12:45:00,1343466000.0,1343479500.0
213,Beach Volleyball,BV001,horse guards parade,"[51.504798, -0.12838]",London,2012-07-28 09:00:00,2012-07-28 12:50:00,1343466000.0,1343479800.0
917,Basketball,BK001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 09:00:00,2012-07-28 13:00:00,1343466000.0,1343480400.0
520,Judo,JU001,excel,"[51.507218, 0.030504]",London,2012-07-28 09:30:00,2012-07-28 12:30:00,1343467800.0,1343478600.0
548,Rowing,RO001,eton dorney,"[51.493908, -0.663455]",London,2012-07-28 09:30:00,2012-07-28 14:10:00,1343467800.0,1343484600.0
778,Volleyball,VO001,earls court,"[51.492483, -0.199686]",London,2012-07-28 09:30:00,2012-07-28 13:00:00,1343467800.0,1343480400.0
549,Rowing,RO001,eton dorney,"[51.493908, -0.663455]",London,2012-07-28 09:30:00,2012-07-28 14:10:00,1343467800.0,1343484600.0
521,Judo,JU001,excel,"[51.507218, 0.030504]",London,2012-07-28 09:30:00,2012-07-28 12:30:00,1343467800.0,1343478600.0
1001,Handball,HB001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 09:30:00,2012-07-28 12:45:00,1343467800.0,1343479500.0
374,Cycling - Road,CR001,the mall,"[51.504581, -0.13436]",London,2012-07-28 10:00:00,2012-07-28 16:15:00,1343469600.0,1343492100.0
422,Equestrian - Eventing,EV001,greenwich park,"[51.476958, 0.001483]",London,2012-07-28 10:00:00,2012-07-28 16:15:00,1343469600.0,1343492100.0
626,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
630,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
627,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
629,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
625,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
628,Swimming,SW001,olympic park,"[51.54343, -0.016627]",London,2012-07-28 10:00:00,2012-07-28 13:00:00,1343469600.0,1343480400.0
430,Fencing,FE001,excel,"[51.507218, 0.030504]",London,2012-07-28 10:30:00,2012-07-28 15:30:00,1343471400.0,1343489400.0
450,Gymnastics - Artistic,GA001,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-28 11:00:00,2012-07-28 13:10:00,1343473200.0,1343481000.0
1079,Tennis,TE003,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 11:30:00,2012-07-28 20:00:00,1343475000.0,1343505600.0
1080,Tennis,TE003,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 11:30:00,2012-07-28 20:00:00,1343475000.0,1343505600.0
1076,Tennis,TE001,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 12:00:00,2012-07-28 20:00:00,1343476800.0,1343505600.0
1077,Tennis,TE002,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 12:00:00,2012-07-28 20:00:00,1343476800.0,1343505600.0
1078,Tennis,TE002,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 12:00:00,2012-07-28 20:00:00,1343476800.0,1343505600.0
1075,Tennis,TE001,wimbledon,"[51.419528, -0.220417]",London,2012-07-28 12:00:00,2012-07-28 20:00:00,1343476800.0,1343505600.0
133,Badminton,BD002,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 12:30:00,2012-07-28 17:00:00,1343478600.0,1343494800.0
134,Badminton,BD002,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 12:30:00,2012-07-28 17:00:00,1343478600.0,1343494800.0
132,Badminton,BD002,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 12:30:00,2012-07-28 17:00:00,1343478600.0,1343494800.0
258,Boxing,BX001,excel,"[51.507218, 0.030504]",London,2012-07-28 13:30:00,2012-07-28 16:30:00,1343482200.0,1343493000.0
257,Boxing,BX001,excel,"[51.507218, 0.030504]",London,2012-07-28 13:30:00,2012-07-28 16:30:00,1343482200.0,1343493000.0
522,Judo,JU002,excel,"[51.507218, 0.030504]",London,2012-07-28 14:00:00,2012-07-28 16:30:00,1343484000.0,1343493000.0
523,Judo,JU002,excel,"[51.507218, 0.030504]",London,2012-07-28 14:00:00,2012-07-28 16:30:00,1343484000.0,1343493000.0
743,Table Tennis,TT002,excel,"[51.507218, 0.030504]",London,2012-07-28 14:30:00,2012-07-28 17:30:00,1343485800.0,1343496600.0
214,Beach Volleyball,BV002,horse guards parade,"[51.504798, -0.12838]",London,2012-07-28 14:30:00,2012-07-28 18:20:00,1343485800.0,1343499600.0
1002,Handball,HB002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 14:30:00,2012-07-28 17:45:00,1343485800.0,1343497500.0
742,Table Tennis,TT002,excel,"[51.507218, 0.030504]",London,2012-07-28 14:30:00,2012-07-28 17:30:00,1343485800.0,1343496600.0
918,Basketball,BK002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 14:30:00,2012-07-28 18:30:00,1343485800.0,1343500200.0
779,Volleyball,VO002,earls court,"[51.492483, -0.199686]",London,2012-07-28 14:45:00,2012-07-28 18:15:00,1343486700.0,1343499300.0
194,Archery,AR004,lord's,"[51.529934, -0.172178]",London,2012-07-28 15:00:00,2012-07-28 19:00:00,1343487600.0,1343502000.0
853,Weightlifting,WL001,excel,"[51.507218, 0.030504]",London,2012-07-28 15:30:00,2012-07-28 17:30:00,1343489400.0,1343496600.0
451,Gymnastics - Artistic,GA002,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-28 15:30:00,2012-07-28 17:40:00,1343489400.0,1343497200.0
431,Fencing,FE002,excel,"[51.507218, 0.030504]",London,2012-07-28 18:00:00,2012-07-28 20:30:00,1343498400.0,1343507400.0
135,Badminton,BD003,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 18:30:00,2012-07-28 23:00:00,1343500200.0,1343516400.0
136,Badminton,BD003,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 18:30:00,2012-07-28 23:00:00,1343500200.0,1343516400.0
137,Badminton,BD003,wembley arena,"[51.558196, -0.282597]",London,2012-07-28 18:30:00,2012-07-28 23:00:00,1343500200.0,1343516400.0
744,Table Tennis,TT003,excel,"[51.507218, 0.030504]",London,2012-07-28 19:00:00,2012-07-28 22:00:00,1343502000.0,1343512800.0
745,Table Tennis,TT003,excel,"[51.507218, 0.030504]",London,2012-07-28 19:00:00,2012-07-28 22:00:00,1343502000.0,1343512800.0
1003,Handball,HB003,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 22:45:00,1343503800.0,1343515500.0
634,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
633,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
632,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
631,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
636,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
635,Swimming,SW002,olympic park,"[51.54343, -0.016627]",London,2012-07-28 19:30:00,2012-07-28 21:35:00,1343503800.0,1343511300.0
919,Basketball,BK003,olympic park,"[51.54343, -0.016627]",London,2012-07-28 20:00:00,2012-07-28 00:00:00,1343505600.0,1343433600.0
780,Volleyball,VO003,earls court,"[51.492483, -0.199686]",London,2012-07-28 20:00:00,2012-07-28 23:30:00,1343505600.0,1343518200.0
452,Gymnastics - Artistic,GA003,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-28 20:00:00,2012-07-28 22:10:00,1343505600.0,1343513400.0
215,Beach Volleyball,BV003,horse guards parade,"[51.504798, -0.12838]",London,2012-07-28 20:00:00,2012-07-28 23:50:00,1343505600.0,1343519400.0
260,Boxing,BX002,excel,"[51.507218, 0.030504]",London,2012-07-28 20:30:00,2012-07-28 23:30:00,1343507400.0,1343518200.0
259,Boxing,BX002,excel,"[51.507218, 0.030504]",London,2012-07-28 20:30:00,2012-07-28 23:30:00,1343507400.0,1343518200.0
478,Hockey,HO001,olympic park,"[51.54343, -0.016627]",London,2012-07-29 08:30:00,2012-07-29 12:15:00,1343550600.0,1343564100.0
140,Badminton,BD004,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 08:30:00,2012-07-29 11:00:00,1343550600.0,1343559600.0
139,Badminton,BD004,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 08:30:00,2012-07-29 11:00:00,1343550600.0,1343559600.0
138,Badminton,BD004,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 08:30:00,2012-07-29 11:00:00,1343550600.0,1343559600.0
746,Table Tennis,TT004,excel,"[51.507218, 0.030504]",London,2012-07-29 09:00:00,2012-07-29 12:00:00,1343552400.0,1343563200.0
747,Table Tennis,TT004,excel,"[51.507218, 0.030504]",London,2012-07-29 09:00:00,2012-07-29 12:00:00,1343552400.0,1343563200.0
1049,Shooting,SH002,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-29 09:00:00,2012-07-29 17:30:00,1343552400.0,1343583000.0
920,Basketball,BK004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 09:00:00,2012-07-29 13:00:00,1343552400.0,1343566800.0
1050,Shooting,SH002,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-29 09:00:00,2012-07-29 17:30:00,1343552400.0,1343583000.0
216,Beach Volleyball,BV004,horse guards parade,"[51.504798, -0.12838]",London,2012-07-29 09:00:00,2012-07-29 12:50:00,1343552400.0,1343566200.0
1052,Shooting,SH003,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-29 09:00:00,2012-07-29 17:30:00,1343552400.0,1343583000.0
195,Archery,AR005,lord's,"[51.529934, -0.172178]",London,2012-07-29 09:00:00,2012-07-29 12:20:00,1343552400.0,1343564400.0
1051,Shooting,SH003,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-29 09:00:00,2012-07-29 17:30:00,1343552400.0,1343583000.0
555,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
552,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
553,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
453,Gymnastics - Artistic,GA004,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-29 09:30:00,2012-07-29 12:45:00,1343554200.0,1343565900.0
550,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
551,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
554,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
525,Judo,JU003,excel,"[51.507218, 0.030504]",London,2012-07-29 09:30:00,2012-07-29 12:30:00,1343554200.0,1343565000.0
524,Judo,JU003,excel,"[51.507218, 0.030504]",London,2012-07-29 09:30:00,2012-07-29 12:30:00,1343554200.0,1343565000.0
781,Volleyball,VO004,earls court,"[51.492483, -0.199686]",London,2012-07-29 09:30:00,2012-07-29 13:00:00,1343554200.0,1343566800.0
1004,Handball,HB004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 09:30:00,2012-07-29 12:45:00,1343554200.0,1343565900.0
556,Rowing,RO002,eton dorney,"[51.493908, -0.663455]",London,2012-07-29 09:30:00,2012-07-29 11:50:00,1343554200.0,1343562600.0
640,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
639,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
638,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
854,Weightlifting,WL002,excel,"[51.507218, 0.030504]",London,2012-07-29 10:00:00,2012-07-29 14:00:00,1343556000.0,1343570400.0
855,Weightlifting,WL002,excel,"[51.507218, 0.030504]",London,2012-07-29 10:00:00,2012-07-29 14:00:00,1343556000.0,1343570400.0
820,Water Polo,WP001,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:40:00,1343556000.0,1343565600.0
637,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
642,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
423,Equestrian - Eventing,EV002,greenwich park,"[51.476958, 0.001483]",London,2012-07-29 10:00:00,2012-07-29 16:15:00,1343556000.0,1343578500.0
641,Swimming,SW003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 10:00:00,2012-07-29 12:50:00,1343556000.0,1343566200.0
432,Fencing,FE003,excel,"[51.507218, 0.030504]",London,2012-07-29 10:30:00,2012-07-29 14:00:00,1343557800.0,1343570400.0
1085,Tennis,TE006,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 11:30:00,2012-07-29 20:00:00,1343561400.0,1343592000.0
1086,Tennis,TE006,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 11:30:00,2012-07-29 20:00:00,1343561400.0,1343592000.0
1081,Tennis,TE004,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 12:00:00,2012-07-29 20:00:00,1343563200.0,1343592000.0
1082,Tennis,TE004,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 12:00:00,2012-07-29 20:00:00,1343563200.0,1343592000.0
1083,Tennis,TE005,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 12:00:00,2012-07-29 20:00:00,1343563200.0,1343592000.0
1084,Tennis,TE005,wimbledon,"[51.419528, -0.220417]",London,2012-07-29 12:00:00,2012-07-29 20:00:00,1343563200.0,1343592000.0
375,Cycling - Road,CR002,the mall,"[51.504581, -0.13436]",London,2012-07-29 12:00:00,2012-07-29 16:15:00,1343563200.0,1343578500.0
142,Badminton,BD005,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 12:30:00,2012-07-29 17:00:00,1343565000.0,1343581200.0
143,Badminton,BD005,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 12:30:00,2012-07-29 17:00:00,1343565000.0,1343581200.0
141,Badminton,BD005,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 12:30:00,2012-07-29 17:00:00,1343565000.0,1343581200.0
336,Canoe Slalom,CS001,lee valley white water centre,"[51.688963, -0.017208]",London,2012-07-29 13:30:00,2012-07-29 17:40:00,1343568600.0,1343583600.0
335,Canoe Slalom,CS001,lee valley white water centre,"[51.688963, -0.017208]",London,2012-07-29 13:30:00,2012-07-29 17:40:00,1343568600.0,1343583600.0
262,Boxing,BX003,excel,"[51.507218, 0.030504]",London,2012-07-29 13:30:00,2012-07-29 16:30:00,1343568600.0,1343579400.0
261,Boxing,BX003,excel,"[51.507218, 0.030504]",London,2012-07-29 13:30:00,2012-07-29 16:30:00,1343568600.0,1343579400.0
748,Table Tennis,TT005,excel,"[51.507218, 0.030504]",London,2012-07-29 13:30:00,2012-07-29 16:30:00,1343568600.0,1343579400.0
479,Hockey,HO002,olympic park,"[51.54343, -0.016627]",London,2012-07-29 13:45:00,2012-07-29 17:30:00,1343569500.0,1343583000.0
526,Judo,JU004,excel,"[51.507218, 0.030504]",London,2012-07-29 14:00:00,2012-07-29 16:30:00,1343570400.0,1343579400.0
527,Judo,JU004,excel,"[51.507218, 0.030504]",London,2012-07-29 14:00:00,2012-07-29 16:30:00,1343570400.0,1343579400.0
821,Water Polo,WP002,olympic park,"[51.54343, -0.016627]",London,2012-07-29 14:10:00,2012-07-29 16:50:00,1343571000.0,1343580600.0
1005,Handball,HB005,olympic park,"[51.54343, -0.016627]",London,2012-07-29 14:30:00,2012-07-29 17:45:00,1343572200.0,1343583900.0
921,Basketball,BK005,olympic park,"[51.54343, -0.016627]",London,2012-07-29 14:30:00,2012-07-29 18:30:00,1343572200.0,1343586600.0
217,Beach Volleyball,BV005,horse guards parade,"[51.504798, -0.12838]",London,2012-07-29 14:30:00,2012-07-29 18:20:00,1343572200.0,1343586000.0
454,Gymnastics - Artistic,GA005,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-29 14:45:00,2012-07-29 18:00:00,1343573100.0,1343584800.0
782,Volleyball,VO005,earls court,"[51.492483, -0.199686]",London,2012-07-29 14:45:00,2012-07-29 18:15:00,1343573100.0,1343585700.0
196,Archery,AR006,lord's,"[51.529934, -0.172178]",London,2012-07-29 15:00:00,2012-07-29 19:00:00,1343574000.0,1343588400.0
402,Diving,DV001,olympic park,"[51.54343, -0.016627]",London,2012-07-29 15:00:00,2012-07-29 16:10:00,1343574000.0,1343578200.0
856,Weightlifting,WL003,excel,"[51.507218, 0.030504]",London,2012-07-29 15:30:00,2012-07-29 17:30:00,1343575800.0,1343583000.0
973,Football,FB015,wembley stadium,"[51.556067, -0.279519]",London,2012-07-29 17:00:00,2012-07-29 21:45:00,1343581200.0,1343598300.0
749,Table Tennis,TT006,excel,"[51.507218, 0.030504]",London,2012-07-29 18:00:00,2012-07-29 22:00:00,1343584800.0,1343599200.0
433,Fencing,FE004,excel,"[51.507218, 0.030504]",London,2012-07-29 18:00:00,2012-07-29 19:50:00,1343584800.0,1343591400.0
822,Water Polo,WP003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 18:20:00,2012-07-29 21:00:00,1343586000.0,1343595600.0
146,Badminton,BD006,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 18:30:00,2012-07-29 23:00:00,1343586600.0,1343602800.0
144,Badminton,BD006,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 18:30:00,2012-07-29 23:00:00,1343586600.0,1343602800.0
145,Badminton,BD006,wembley arena,"[51.558196, -0.282597]",London,2012-07-29 18:30:00,2012-07-29 23:00:00,1343586600.0,1343602800.0
480,Hockey,HO003,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:00:00,2012-07-29 22:45:00,1343588400.0,1343601900.0
857,Weightlifting,WL004,excel,"[51.507218, 0.030504]",London,2012-07-29 19:00:00,2012-07-29 21:00:00,1343588400.0,1343595600.0
646,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
1006,Handball,HB006,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 22:45:00,1343590200.0,1343601900.0
643,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
644,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
645,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
648,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
649,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
650,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
647,Swimming,SW004,olympic park,"[51.54343, -0.016627]",London,2012-07-29 19:30:00,2012-07-29 21:35:00,1343590200.0,1343597700.0
218,Beach Volleyball,BV006,horse guards parade,"[51.504798, -0.12838]",London,2012-07-29 20:00:00,2012-07-29 23:50:00,1343592000.0,1343605800.0
922,Basketball,BK006,olympic park,"[51.54343, -0.016627]",London,2012-07-29 20:00:00,2012-07-29 00:00:00,1343592000.0,1343520000.0
783,Volleyball,VO006,earls court,"[51.492483, -0.199686]",London,2012-07-29 20:00:00,2012-07-29 23:30:00,1343592000.0,1343604600.0
455,Gymnastics - Artistic,GA006,north greenwich arena,"[51.503126, 0.003191]",London,2012-07-29 20:00:00,2012-07-29 21:30:00,1343592000.0,1343597400.0
263,Boxing,BX004,excel,"[51.507218, 0.030504]",London,2012-07-29 20:30:00,2012-07-29 23:30:00,1343593800.0,1343604600.0
264,Boxing,BX004,excel,"[51.507218, 0.030504]",London,2012-07-29 20:30:00,2012-07-29 23:30:00,1343593800.0,1343604600.0
481,Hockey,HO004,olympic park,"[51.54343, -0.016627]",London,2012-07-30 08:30:00,2012-07-30 12:15:00,1343637000.0,1343650500.0
147,Badminton,BD007,wembley arena,"[51.558196, -0.282597]",London,2012-07-30 08:30:00,2012-07-30 11:00:00,1343637000.0,1343646000.0
149,Badminton,BD007,wembley arena,"[51.558196, -0.282597]",London,2012-07-30 08:30:00,2012-07-30 11:00:00,1343637000.0,1343646000.0
148,Badminton,BD007,wembley arena,"[51.558196, -0.282597]",London,2012-07-30 08:30:00,2012-07-30 11:00:00,1343637000.0,1343646000.0
1056,Shooting,SH005,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-30 09:00:00,2012-07-30 14:30:00,1343638800.0,1343658600.0
1053,Shooting,SH004,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-30 09:00:00,2012-07-30 14:30:00,1343638800.0,1343658600.0
198,Archery,AR007,lord's,"[51.529934, -0.172178]",London,2012-07-30 09:00:00,2012-07-30 13:00:00,1343638800.0,1343653200.0
1055,Shooting,SH005,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-30 09:00:00,2012-07-30 14:30:00,1343638800.0,1343658600.0
1054,Shooting,SH004,royal artillery barracks,"[51.487557, 0.059606]",London,2012-07-30 09:00:00,2012-07-30 14:30:00,1343638800.0,1343658600.0
219,Beach Volleyball,BV007,horse guards parade,"[51.504798, -0.12838]",London,2012-07-30 09:00:00,2012-07-30 12:50:00,1343638800.0,1343652600.0
197,Archery,AR007,lord's,"[51.529934, -0.172178]",London,2012-07-30 09:00:00,2012-07-30 13:00:00,1343638800.0,1343653200.0
923,Basketball,BK007,olympic park,"[51.54343, -0.016627]",London,2012-07-30 09:00:00,2012-07-30 13:00:00,1343638800.0,1343653200.0
528,Judo,JU005,excel,"[51.507218, 0.030504]",London,2012-07-30 09:30:00,2012-07-30 12:30:00,1343640600.0,1343651400.0
529,Judo,JU005,excel,"[51.507218, 0.030504]",London,2012-07-30 09:30:00,2012-07-30 12:30:00,1343640600.0,1343651400.0
784,Volleyball,VO007,earls court,"[51.492483, -0.199686]",London,2012-07-30 09:30:00,2012-07-30 13:00:00,1343640600.0,1343653200.0
563,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
562,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
559,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
560,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
558,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
561,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
557,Rowing,RO003,eton dorney,"[51.493908, -0.663455]",London,2012-07-30 09:30:00,2012-07-30 11:10:00,1343640600.0,1343646600.0
1007,Handball,HB007,olympic park,"[51.54343, -0.016627]",London,2012-07-30 09:30:00,2012-07-30 12:45:00,1343640600.0,1343652300.0
750,Table Tennis,TT007,excel,"[51.507218, 0.030504]",London,2012-07-30 10:00:00,2012-07-30 14:00:00,1343642400.0,1343656800.0
858,Weightlifting,WL005,excel,"[51.507218, 0.030504]",London,2012-07-30 10:00:00,2012-07-30 14:00:00,1343642400.0,1343656800.0
859,Weightlifting,WL005,excel,"[51.507218, 0.030504]",London,2012-07-30 10:00:00,2012-07-30 14:00:00,1343642400.0,1343656800.0
651,Swimming,SW005,olympic park,"[51.54343, -0.016627]",London,2012-07-30 10:00:00,2012-07-30 11:40:00,1343642400.0,1343648400.0
652,Swimming,SW005,olympic park,"[51.54343, -0.016627]",London,2012-07-30 10:00:00,2012-07-30 11:40:00,1343642400.0,1343648400.0
653,Swimming,SW005,olympic park,"[51.54343, -0.016627]",London,2012-07-30 10:00:00,2012-07-30 11:40:00,1343642400.0,1343648400.0
434,Fencing,FE005,excel,"[51.507218, 0.030504]",London,2012-07-30 10:30:00,2012-07-30 15:30:00,1343644200.0,1343662200.0
1091,Tennis,TE009,wimbledon,"[51.419528, -0.220417]",London,2012-07-30 11:30:00,2012-07-30 20:00:00,1343647800.0,1343678400.0
1092,Tennis,TE009,wimbledon,"[51.419528, -0.220417]",London,2012-07-30 11:30:00,2012-07-30 20:00:00,1343647800.0,1343678400.0
1088,Tennis,TE007,wimbledon,"[51.419528, -0.220417]",London,2012-07-30 12:00:00,2012-07-30 20:00:00,1343649600.0,1343678400.0
1090,Tennis,TE008,wimbledon,"[51.419528, -0.220417]",London,2012-07-30 12:00:00,2012-07-30 20:00:00,1343649600.0,1343678400.0
1089,Tennis,TE008,wimbledon,"[51.419528, -0.220417]",London,2012-07-30 12:00:00,2012-07-30 20:00:00,1343649600.0,1343678400.0
